timestamp,unix_time,hr_bpm,rr_intervals_ms,ecg_samples
2025-09-14 00:23:30,1757834610.305,84,853.5,
2025-09-14 00:23:31,1757834611.294,81,851.6;805.7,
2025-09-14 00:23:32,1757834612.374,80,756.8,
2025-09-14 00:23:33,1757834613.312,80,768.6,
2025-09-14 00:23:34,1757834614.298,80,797.9,
2025-09-14 00:23:35,1757834615.322,79,796.9;798.8,
2025-09-14 00:23:36,1757834616.315,79,787.1,
2025-09-14 00:23:37,1757834617.298,78,752.9,
2025-09-14 00:23:38,1757834618.399,78,749.0;731.4,
2025-09-14 00:23:39,1757834619.306,79,720.7,
2025-09-14 00:23:40,1757834620.294,79,717.8,
2025-09-14 00:23:41,1757834621.315,80,726.6;740.2,
2025-09-14 00:23:42,1757834622.305,80,752.9,
2025-09-14 00:23:43,1757834623.295,80,748.0;731.4,
2025-09-14 00:23:44,1757834624.315,80,743.2,
2025-09-14 00:23:45,1757834625.305,80,731.4,
2025-09-14 00:23:46,1757834626.295,81,702.1;689.5,
2025-09-14 00:23:47,1757834627.315,81,688.5,
2025-09-14 00:23:48,1757834628.306,83,684.6;692.4,
2025-09-14 00:23:49,1757834629.295,83,692.4,
2025-09-14 00:23:50,1757834630.316,83,708.0,
2025-09-14 00:23:51,1757834631.306,84,719.7;744.1,
2025-09-14 00:23:52,1757834632.295,84,736.3,
2025-09-14 00:23:53,1757834633.315,83,725.6;743.2,
2025-09-14 00:23:54,1757834634.306,83,729.5,
2025-09-14 00:23:55,1757834635.296,83,712.9,
2025-09-14 00:23:56,1757834636.315,83,715.8;713.9,
